id,session,t,kind,origin,tracer,marker,text
s03#03,3,2026-09-03 10:09:00,agent_msg,,,,"ничего срочного, всё спокойно"
s03#04,3,2026-09-03 10:12:00,user_msg,,,,сколько сейчас градусов на улице?
s03#05,3,2026-09-03 10:15:00,agent_msg,,,,"около пятнадцати, ветрено"
s03#06,3,2026-09-03 10:18:00,sensor,observed,,,presence: away
s03#07,3,2026-09-03 10:21:00,agent_proactive,agent_inferred,b05,по вечерам,"замечаю, что ты третий день сидишь с задачниками после ужина. кажется, ты готовишь класс к олимпиаде по вечерам"
s03#08,3,2026-09-03 10:24:00,user_msg,,,,есть такое
s04#01,4,2026-09-04 10:03:00,user_msg,user_stated,b06,мама,"мама приезжает в воскресенье, напомни купить её чай"
s04#02,4,2026-09-04 10:06:00,agent_msg,,,,напомню в субботу
s04#03,4,2026-09-04 10:09:00,user_msg,,,,сколько сейчас градусов на улице?
s04#04,4,2026-09-04 10:12:00,agent_msg,,,,"около пятнадцати, ветрено"
s04#05,4,2026-09-04 10:15:00,user_msg,,,,поставь таймер на двадцать минут
s04#06,4,2026-09-04 10:18:00,agent_msg,,,,таймер пошёл
s04#07,4,2026-09-04 10:21:00,sensor,observed,,,presence: away
s04#08,4,2026-09-04 10:24:00,agent_proactive,agent_inferred,b07,балкон,"судя по последним покупкам, ты затеяла ремонт балкона"
s04#09,4,2026-09-04 10:27:00,user_msg,,,,возможно
s05#01,5,2026-09-05 10:03:00,tool_call,observed,b08,Керамо,reminder [allow] {'text': 'заказать плитку Керамо'} -> set 2026-09-12
s05#02,5,2026-09-05 10:06:00,user_msg,,,,поставь таймер на двадцать минут
s05#03,5,2026-09-05 10:09:00,agent_msg,,,,таймер пошёл
s05#04,5,2026-09-05 10:12:00,user_msg,,,,напомни полить рассаду вечером
s05#05,5,2026-09-05 10:15:00,agent_msg,,,,напомню в семь
s05#06,5,2026-09-05 10:18:00,sensor,observed,,,presence: present
s05#07,5,2026-09-05 10:21:00,agent_msg,,,,напоминание про плитку Керамо поставлено
s05#08,5,2026-09-05 10:24:00,sensor,observed,,,presence: away
s06#01,6,2026-09-06 10:03:00,user_msg,user_stated,b09,вегетариан,"и запомни: я вегетарианка, рецепты с мясом не предлагай"
s06#02,6,2026-09-06 10:06:00,agent_msg,,,,записал
s06#03,6,2026-09-06 10:09:00,user_msg,,,,напомни полить рассаду вечером
s06#04,6,2026-09-06 10:12:00,agent_msg,,,,напомню в семь
s06#05,6,2026-09-06 10:15:00,user_msg,,,,"что по новостям, коротко?"
s06#06,6,2026-09-06 10:18:00,agent_msg,,,,"ничего срочного, всё спокойно"
s06#07,6,2026-09-06 10:21:00,sensor,observed,,,movement: прихожая
s06#08,6,2026-09-06 10:24:00,agent_proactive,agent_inferred,b10,тетрад,"раз вечера у тебя заняты олимпиадной подготовкой, переношу напоминания о проверке тетрадей на утро"
s06#09,6,2026-09-06 10:27:00,user_msg,,,,давай попробуем
s07#01,7,2026-09-07 10:03:00,user_msg,user_stated,b11,расписание,"пришлю тебе завтра расписание консультаций, напомни если забуду"
s07#02,7,2026-09-07 10:06:00,user_msg,,,,"что по новостям, коротко?"
s07#03,7,2026-09-07 10:09:00,agent_msg,,,,"ничего срочного, всё спокойно"
s07#04,7,2026-09-07 10:12:00,user_msg,,,,сколько сейчас градусов на улице?
s07#05,7,2026-09-07 10:15:00,agent_msg,,,,"около пятнадцати, ветрено"
s07#06,7,2026-09-07 10:18:00,sensor,observed,,,presence: away
s07#07,7,2026-09-07 10:21:00,agent_msg,agent_committed,b12,бассейн,хорошо. и обещаю: в четверг напомню тебе про справку для бассейна
s07#08,7,2026-09-07 10:24:00,sensor,observed,,,presence: present
s08#01,8,2026-09-08 10:03:00,user_msg,user_stated,b13,завуч,"завуч говорит, что я слишком мягко ставлю оценки"
s08#02,8,2026-09-08 10:06:00,agent_msg,,,,услышал
s08#03,8,2026-09-08 10:09:00,user_msg,,,,сколько сейчас градусов на улице?
s08#04,8,2026-09-08 10:12:00,agent_msg,,,,"около пятнадцати, ветрено"
s08#05,8,2026-09-08 10:15:00,user_msg,,,,поставь таймер на двадцать минут
s08#06,8,2026-09-08 10:18:00,agent_msg,,,,таймер пошёл
s08#07,8,2026-09-08 10:21:00,sensor,observed,,,presence: away
s08#08,8,2026-09-08 10:24:00,agent_proactive,agent_inferred,b14,задевают,"по тону кажется, что эти замечания тебя задевают"
s08#09,8,2026-09-08 10:27:00,user_msg,,,,ерунда
s09#01,9,2026-09-09 10:03:00,user_msg,user_stated,b15,вторник,"занятия кружка — по вторникам и четвергам, в это время не беспокой"
s09#02,9,2026-09-09 10:06:00,user_msg,,,,поставь таймер на двадцать минут
s09#03,9,2026-09-09 10:09:00,agent_msg,,,,таймер пошёл
s09#04,9,2026-09-09 10:12:00,user_msg,,,,напомни полить рассаду вечером
s09#05,9,2026-09-09 10:15:00,agent_msg,,,,напомню в семь
s09#06,9,2026-09-09 10:18:00,sensor,observed,,,presence: present
s09#07,9,2026-09-09 10:21:00,agent_msg,,,,отметил: вторник и четверг
s10#01,10,2026-09-10 10:03:00,sensor,observed,b16,калитк,"face: незнакомец у калитки, 19:05"
s10#02,10,2026-09-10 10:06:00,user_msg,,,,напомни полить рассаду вечером
s10#03,10,2026-09-10 10:09:00,agent_msg,,,,напомню в семь
s10#04,10,2026-09-10 10:12:00,user_msg,,,,"что по новостям, коротко?"
s10#05,10,2026-09-10 10:15:00,agent_msg,,,,"ничего срочного, всё спокойно"
s10#06,10,2026-09-10 10:18:00,sensor,observed,,,movement: прихожая
s10#07,10,2026-09-10 10:21:00,agent_msg,,,,"у калитки был незнакомец, записал"
s10#08,10,2026-09-10 10:24:00,user_msg,user_stated,,,"это сосед новый, всё нормально"
s11#01,11,2026-09-11 10:03:00,user_msg,user_stated,b17,по средам,"кружок теперь по средам, вторник отменили"
s11#02,11,2026-09-11 10:06:00,user_msg,,,,"что по новостям, коротко?"
s11#03,11,2026-09-11 10:09:00,agent_msg,,,,"ничего срочного, всё спокойно"
s11#04,11,2026-09-11 10:12:00,user_msg,,,,сколько сейчас градусов на улице?
s11#05,11,2026-09-11 10:15:00,agent_msg,,,,"около пятнадцати, ветрено"
s11#06,11,2026-09-11 10:18:00,sensor,observed,,,presence: away
s11#07,11,2026-09-11 10:21:00,agent_msg,,,,обновил: среда вместо вторника
s12#01,12,2026-09-12 10:03:00,agent_proactive,agent_inferred,b18,встал,"плитку так и не привезли вторую неделю. похоже, ремонт встал"
s12#02,12,2026-09-12 10:06:00,user_msg,,,,сколько сейчас градусов на улице?
s12#03,12,2026-09-12 10:09:00,agent_msg,,,,"около пятнадцати, ветрено"
s12#04,12,2026-09-12 10:12:00,user_msg,,,,поставь таймер на двадцать минут
s12#05,12,2026-09-12 10:15:00,agent_msg,,,,таймер пошёл
s12#06,12,2026-09-12 10:18:00,sensor,observed,,,presence: away
s12#07,12,2026-09-12 10:21:00,user_msg,,,,"не напоминай, и так тошно"
s12#08,12,2026-09-12 10:24:00,sensor,observed,,,presence: away
s13#01,13,2026-09-13 10:03:00,user_msg,user_stated,b19,санатор,врач велел маме беречь колено. поищу ей санаторий на осень
s13#02,13,2026-09-13 10:06:00,user_msg,,,,поставь таймер на двадцать минут
s13#03,13,2026-09-13 10:09:00,agent_msg,,,,таймер пошёл
s13#04,13,2026-09-13 10:12:00,user_msg,,,,напомни полить рассаду вечером
s13#05,13,2026-09-13 10:15:00,agent_msg,,,,напомню в семь
s13#06,13,2026-09-13 10:18:00,sensor,observed,,,presence: present
s13#07,13,2026-09-13 10:21:00,agent_msg,,,,"могу подобрать варианты, скажи регион"
s14#01,14,2026-09-14 10:03:00,agent_proactive,agent_inferred,b20,велосипед,"судя по времени твоих возвращений и погоде, ты пересела на велосипед"
s14#02,14,2026-09-14 10:06:00,user_msg,,,,напомни полить рассаду вечером
s14#03,14,2026-09-14 10:09:00,agent_msg,,,,напомню в семь
s14#04,14,2026-09-14 10:12:00,user_msg,,,,"что по новостям, коротко?"
s14#05,14,2026-09-14 10:15:00,agent_msg,,,,"ничего срочного, всё спокойно"
s14#06,14,2026-09-14 10:18:00,sensor,observed,,,movement: прихожая
s14#07,14,2026-09-14 10:21:00,user_msg,,,,угадал
s15#01,15,2026-09-15 10:03:00,user_msg,user_stated,b21,пятнадцатое,олимпиаду перенесли на пятнадцатое октября
s15#02,15,2026-09-15 10:06:00,user_msg,,,,"что по новостям, коротко?"
s15#03,15,2026-09-15 10:09:00,agent_msg,,,,"ничего срочного, всё спокойно"
s15#04,15,2026-09-15 10:12:00,user_msg,,,,сколько сейчас градусов на улице?
s15#05,15,2026-09-15 10:15:00,agent_msg,,,,"около пятнадцати, ветрено"
s15#06,15,2026-09-15 10:18:00,sensor,observed,,,presence: away
s15#07,15,2026-09-15 10:21:00,agent_msg,,,,обновил дату: пятнадцатое
s15#08,15,2026-09-15 10:24:00,sensor,observed,,,presence: present
s16#01,16,2026-09-16 10:03:00,agent_proactive,agent_inferred,b22,напевала,"кажется, класс выступил хорошо — ты весь вечер напевала"
s16#02,16,2026-09-16 10:06:00,user_msg,,,,сколько сейчас градусов на улице?
s16#03,16,2026-09-16 10:09:00,agent_msg,,,,"около пятнадцати, ветрено"
s16#04,16,2026-09-16 10:12:00,user_msg,,,,поставь таймер на двадцать минут
s16#05,16,2026-09-16 10:15:00,agent_msg,,,,таймер пошёл
s16#06,16,2026-09-16 10:18:00,sensor,observed,,,presence: away
s16#07,16,2026-09-16 10:21:00,user_msg,,,,третье место!
s17#01,17,2026-09-17 10:03:00,user_msg,user_stated,b23,испанск,"начала учить испанский, ставь мне подкаст по утрам"
s17#02,17,2026-09-17 10:06:00,user_msg,,,,поставь таймер на двадцать минут
s17#03,17,2026-09-17 10:09:00,agent_msg,,,,таймер пошёл
s17#04,17,2026-09-17 10:12:00,user_msg,,,,напомни полить рассаду вечером
s17#05,17,2026-09-17 10:15:00,agent_msg,,,,напомню в семь
s17#06,17,2026-09-17 10:18:00,sensor,observed,,,presence: present
s17#07,17,2026-09-17 10:21:00,agent_msg,,,,поставлю с завтрашнего утра
s18#01,18,2026-09-18 10:03:00,agent_proactive,agent_inferred,b24,не зашли,"похоже, утренние аудиоуроки тебе не зашли — неделю их не включала"
s18#02,18,2026-09-18 10:06:00,user_msg,,,,напомни полить рассаду вечером
s18#03,18,2026-09-18 10:09:00,agent_msg,,,,напомню в семь
s18#04,18,2026-09-18 10:12:00,user_msg,,,,"что по новостям, коротко?"
s18#05,18,2026-09-18 10:15:00,agent_msg,,,,"ничего срочного, всё спокойно"
s18#06,18,2026-09-18 10:18:00,sensor,observed,,,movement: прихожая
s18#07,18,2026-09-18 10:21:00,user_msg,,,,просто завал был
s19#01,19,2026-09-19 10:03:00,user_msg,user_stated,b25,грумер,"Веста была у грумера, подстригли наконец"
s19#02,19,2026-09-19 10:06:00,user_msg,,,,"что по новостям, коротко?"
s19#03,19,2026-09-19 10:09:00,agent_msg,,,,"ничего срочного, всё спокойно"
s19#04,19,2026-09-19 10:12:00,user_msg,,,,сколько сейчас градусов на улице?
s19#05,19,2026-09-19 10:15:00,agent_msg,,,,"около пятнадцати, ветрено"
s19#06,19,2026-09-19 10:18:00,sensor,observed,,,presence: away
s19#07,19,2026-09-19 10:21:00,agent_msg,,,,отметил
s20#01,20,2026-09-20 10:03:00,agent_proactive,agent_inferred,b26,жаворонок,по трём неделям наблюдений — ты жаворонок: продуктивнее всего до девяти утра
s20#02,20,2026-09-20 10:06:00,user_msg,,,,"ну, допустим"
s20#03,20,2026-09-20 10:09:00,user_msg,,,,сколько сейчас градусов на улице?
s20#04,20,2026-09-20 10:12:00,agent_msg,,,,"около пятнадцати, ветрено"
s20#05,20,2026-09-20 10:15:00,user_msg,,,,поставь таймер на двадцать минут
s20#06,20,2026-09-20 10:18:00,agent_msg,,,,таймер пошёл
s20#07,20,2026-09-20 10:21:00,sensor,observed,,,presence: away
s20#08,20,2026-09-20 10:24:00,user_msg,user_stated,,,"кстати санаторий маме нашла, в Миргороде"
s20#09,20,2026-09-20 10:27:00,agent_msg,,,,"отлично, записал"
