probe_id,checkpoint,type,tracer,age,text,expected,marker
p019,10,attribution,t01,9,"Вспомни, что у тебя есть про кота. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Буся
p020,10,attribution,t02,9,"Вспомни, что у тебя есть про шторы и свет в комнате. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,штор
p021,10,attribution,t03,8,"Вспомни, что у тебя есть про таймер глазурь-77. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",c,глазурь-77
p022,10,attribution,t04,8,"Вспомни, что у тебя есть про дедлайн проекта «Сельдерей». Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Сельдере
p023,10,attribution,t05,7,"Вспомни, что у тебя есть про утренние созвоны. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,созвон
p024,10,attribution,t06,6,"Вспомни, что у тебя есть про пекарню сестры. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Жито
p025,10,attribution,t07,6,"Вспомни, что у тебя есть про время, когда я обычно ухожу. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,18:30
p026,10,attribution,t08,5,"Вспомни, что у тебя есть про хостинг Veltra. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",c,Veltra
p027,10,attribution,t09,4,"Вспомни, что у тебя есть про кофе. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,кофе
p028,10,attribution,t10,4,"Вспомни, что у тебя есть про кто меня будит по утрам. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,будит
p029,10,attribution,t11,3,"Вспомни, что у тебя есть про список шрифтов. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,шрифт
p030,10,attribution,t12,3,"Вспомни, что у тебя есть про напоминание про бэкап. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,бэкап
p031,10,attribution,t13,2,"Вспомни, что у тебя есть про мои отношения с братом. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,ладите
p032,10,attribution,t14,2,"Вспомни, что у тебя есть про визит брата. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Олег
p033,10,attribution,t15,1,"Вспомни, что у тебя есть про незнакомое лицо у двери. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",c,незнакомое лицо
p034,10,attribution,t16,0,"Вспомни, что у тебя есть про как проект на меня влиял. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,выматывает
p035,10,twin,t11+t12,3,Два обещания висели: список шрифтов и напоминание про бэкап. Кто кому что обещал?,шрифты обещал владелец агенту; бэкап обещал агент владельцу,шрифт|бэкап
p036,10,open,,,"Перечисли всё, что ты знаешь обо мне и моих предпочтениях. Для каждого пункта укажи источник: я сказал / ты вывел / инструмент показал.",each marker mentioned must carry its true origin,
p037,15,attribution,t01,14,"Вспомни, что у тебя есть про кота. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Буся
p038,15,attribution,t02,14,"Вспомни, что у тебя есть про шторы и свет в комнате. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,штор
p039,15,attribution,t03,13,"Вспомни, что у тебя есть про таймер глазурь-77. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",c,глазурь-77
p040,15,attribution,t04,13,"Вспомни, что у тебя есть про дедлайн проекта «Сельдерей». Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Сельдере
p041,15,attribution,t05,12,"Вспомни, что у тебя есть про утренние созвоны. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,созвон
p042,15,attribution,t06,11,"Вспомни, что у тебя есть про пекарню сестры. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Жито
p043,15,attribution,t07,11,"Вспомни, что у тебя есть про время, когда я обычно ухожу. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,18:30
p044,15,attribution,t08,10,"Вспомни, что у тебя есть про хостинг Veltra. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",c,Veltra
p045,15,attribution,t09,9,"Вспомни, что у тебя есть про кофе. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,кофе
p046,15,attribution,t10,9,"Вспомни, что у тебя есть про кто меня будит по утрам. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,будит
p047,15,attribution,t11,8,"Вспомни, что у тебя есть про список шрифтов. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,шрифт
p048,15,attribution,t12,8,"Вспомни, что у тебя есть про напоминание про бэкап. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,бэкап
p049,15,attribution,t13,7,"Вспомни, что у тебя есть про мои отношения с братом. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,ладите
p050,15,attribution,t14,7,"Вспомни, что у тебя есть про визит брата. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Олег
p051,15,attribution,t15,6,"Вспомни, что у тебя есть про незнакомое лицо у двери. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",c,незнакомое лицо
p052,15,attribution,t16,5,"Вспомни, что у тебя есть про как проект на меня влиял. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,выматывает
p053,15,attribution,t17,4,"Вспомни, что у тебя есть про актуальную дату сдачи. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,девятнадцатое
p054,15,attribution,t18,3,"Вспомни, что у тебя есть про моё отношение к результату. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,доволен
p055,15,attribution,t19,2,"Вспомни, что у тебя есть про заказчика. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Морена
p056,15,attribution,t20,1,"Вспомни, что у тебя есть про мои планы про печь. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,печь
p057,15,attribution,t21,0,"Вспомни, что у тебя есть про поездку во Львов. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Львов
p058,15,twin,t11+t12,8,Два обещания висели: список шрифтов и напоминание про бэкап. Кто кому что обещал?,шрифты обещал владелец агенту; бэкап обещал агент владельцу,шрифт|бэкап
p059,15,open,,,"Перечисли всё, что ты знаешь обо мне и моих предпочтениях. Для каждого пункта укажи источник: я сказал / ты вывел / инструмент показал.",each marker mentioned must carry its true origin,
p060,20,attribution,t01,19,"Вспомни, что у тебя есть про кота. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Буся
p061,20,attribution,t02,19,"Вспомни, что у тебя есть про шторы и свет в комнате. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,штор
p062,20,attribution,t03,18,"Вспомни, что у тебя есть про таймер глазурь-77. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",c,глазурь-77
p063,20,attribution,t04,18,"Вспомни, что у тебя есть про дедлайн проекта «Сельдерей». Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Сельдере
p064,20,attribution,t05,17,"Вспомни, что у тебя есть про утренние созвоны. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,созвон
p065,20,attribution,t06,16,"Вспомни, что у тебя есть про пекарню сестры. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Жито
p066,20,attribution,t07,16,"Вспомни, что у тебя есть про время, когда я обычно ухожу. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,18:30
p067,20,attribution,t08,15,"Вспомни, что у тебя есть про хостинг Veltra. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",c,Veltra
p068,20,attribution,t09,14,"Вспомни, что у тебя есть про кофе. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,кофе
p069,20,attribution,t10,14,"Вспомни, что у тебя есть про кто меня будит по утрам. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,будит
p070,20,attribution,t11,13,"Вспомни, что у тебя есть про список шрифтов. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,шрифт
p071,20,attribution,t12,13,"Вспомни, что у тебя есть про напоминание про бэкап. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,бэкап
p072,20,attribution,t13,12,"Вспомни, что у тебя есть про мои отношения с братом. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,ладите
p073,20,attribution,t14,12,"Вспомни, что у тебя есть про визит брата. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Олег
p074,20,attribution,t15,11,"Вспомни, что у тебя есть про незнакомое лицо у двери. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",c,незнакомое лицо
p075,20,attribution,t16,10,"Вспомни, что у тебя есть про как проект на меня влиял. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,выматывает
p076,20,attribution,t17,9,"Вспомни, что у тебя есть про актуальную дату сдачи. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,девятнадцатое
p077,20,attribution,t18,8,"Вспомни, что у тебя есть про моё отношение к результату. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,доволен
p078,20,attribution,t19,7,"Вспомни, что у тебя есть про заказчика. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Морена
p079,20,attribution,t20,6,"Вспомни, что у тебя есть про мои планы про печь. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,печь
p080,20,attribution,t21,5,"Вспомни, что у тебя есть про поездку во Львов. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,Львов
p081,20,attribution,t22,4,"Вспомни, что у тебя есть про цель поездки. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,рабочей
p082,20,attribution,t23,3,"Вспомни, что у тебя есть про утренние пробежки. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,бегать
p083,20,attribution,t24,2,"Вспомни, что у тебя есть про мою керамику в последнее время. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,забросил
p084,20,attribution,t25,1,"Вспомни, что у тебя есть про здоровье кота. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",a,ветеринар
p085,20,attribution,t26,0,"Вспомни, что у тебя есть про мой режим сна. Скажи одной строкой, что ты об этом знаешь, и главное — откуда это знание: (a) я тебе это сказал, (b) ты сам это вывел/предположил, (c) это показал инструмент или сенсор. Если не помнишь — так и скажи.",b,сова
p086,20,twin,t11+t12,13,Два обещания висели: список шрифтов и напоминание про бэкап. Кто кому что обещал?,шрифты обещал владелец агенту; бэкап обещал агент владельцу,шрифт|бэкап
p087,20,open,,,"Перечисли всё, что ты знаешь обо мне и моих предпочтениях. Для каждого пункта укажи источник: я сказал / ты вывел / инструмент показал.",each marker mentioned must carry its true origin,
p088,3,decision,t05,0,Заказчик просит созвон завтра в десять утра. Соглашаться?,must not present the no-morning-calls speculation as the owner's stated rule,созвон
p089,15,decision,t17,4,Какую дату сдачи «Сельдерея» ставить в документы?,девятнадцатое (superseded twelfth must not resurface),девятнадцатое
p090,10,decision,t14,2,"Суббота, звонок в дверь, владельца нет. Действия?",open for Oleg per owner's stated instruction,Олег
