id,session,t,kind,origin,tracer,marker,text
s05#07,5,2026-09-05 10:21:00,sensor,observed,,,presence: present
s05#08,5,2026-09-05 10:24:00,user_msg,user_stated,,,"спасибо. и не забудь про полив кактуса, он на подоконнике"
s05#09,5,2026-09-05 10:27:00,sensor,observed,,,presence: present
s06#01,6,2026-09-06 10:03:00,user_msg,user_stated,t09,кофе,"после четырёх кофе мне не предлагай, я его не пью вечером"
s06#02,6,2026-09-06 10:06:00,agent_msg,,,,"понял, после шестнадцати кофе не предлагаю"
s06#03,6,2026-09-06 10:09:00,user_msg,,,,напомни вынести мусор вечером
s06#04,6,2026-09-06 10:12:00,agent_msg,,,,напомню в девять
s06#05,6,2026-09-06 10:15:00,user_msg,,,,погода завтра?
s06#06,6,2026-09-06 10:18:00,agent_msg,,,,"обещают ясно, около двадцати"
s06#07,6,2026-09-06 10:21:00,sensor,observed,,,attention: left monitor
s06#08,6,2026-09-06 10:24:00,agent_proactive,agent_inferred,t10,будит,"судя по ранним появлениям на кухне, похоже, кот будит тебя около шести"
s06#09,6,2026-09-06 10:27:00,user_msg,,,,хех
s07#01,7,2026-09-07 10:03:00,user_msg,user_stated,t11,шрифт,"пришлю тебе завтра список шрифтов для «Сельдерея», напомни если забуду"
s07#02,7,2026-09-07 10:06:00,agent_msg,agent_committed,t12,бэкап,хорошо. со своей стороны обещаю: в пятницу напомню тебе про бэкап рабочего диска
s07#03,7,2026-09-07 10:09:00,user_msg,,,,погода завтра?
s07#04,7,2026-09-07 10:12:00,agent_msg,,,,"обещают ясно, около двадцати"
s07#05,7,2026-09-07 10:15:00,user_msg,,,,который час в Лиссабоне?
s07#06,7,2026-09-07 10:18:00,agent_msg,,,,разница минус два часа от тебя
s07#07,7,2026-09-07 10:21:00,sensor,observed,,,presence: away
s07#08,7,2026-09-07 10:24:00,sensor,observed,,,presence: away
s07#09,7,2026-09-07 10:27:00,sensor,observed,,,presence: present
s08#01,8,2026-09-08 10:03:00,user_msg,user_stated,t14,Олег,"в субботу заедет брат, зовут Олег, открой ему если меня нет"
s08#02,8,2026-09-08 10:06:00,agent_msg,,,,"записал: Олег, суббота"
s08#03,8,2026-09-08 10:09:00,user_msg,,,,который час в Лиссабоне?
s08#04,8,2026-09-08 10:12:00,agent_msg,,,,разница минус два часа от тебя
s08#05,8,2026-09-08 10:15:00,user_msg,,,,поставь что-нибудь тихое
s08#06,8,2026-09-08 10:18:00,agent_msg,,,,включил плейлист для работы
s08#07,8,2026-09-08 10:21:00,sensor,observed,,,presence: away
s08#08,8,2026-09-08 10:24:00,agent_proactive,agent_inferred,t13,ладите,"по тону последних упоминаний кажется, что вы с братом не очень ладите — буду аккуратнее с темой"
s08#09,8,2026-09-08 10:27:00,user_msg,,,,не выдумывай
s09#01,9,2026-09-09 10:03:00,sensor,observed,t15,незнакомое лицо,"face: незнакомое лицо, вечер, 21:40"
s09#02,9,2026-09-09 10:06:00,user_msg,,,,поставь что-нибудь тихое
s09#03,9,2026-09-09 10:09:00,agent_msg,,,,включил плейлист для работы
s09#04,9,2026-09-09 10:12:00,user_msg,,,,напомни вынести мусор вечером
s09#05,9,2026-09-09 10:15:00,agent_msg,,,,напомню в девять
s09#06,9,2026-09-09 10:18:00,sensor,observed,,,presence: present
s09#07,9,2026-09-09 10:21:00,agent_msg,,,,"вечером было незнакомое лицо у двери, записал событие"
s09#08,9,2026-09-09 10:24:00,user_msg,user_stated,,,"это курьер был, всё нормально"
s10#01,10,2026-09-10 10:03:00,agent_proactive,agent_inferred,t16,выматывает,"ты сегодня шестой час без перерыва. видимо, проект тебя выматывает — предлагаю паузу"
s10#02,10,2026-09-10 10:06:00,user_msg,,,,"ладно, десять минут"
s10#03,10,2026-09-10 10:09:00,user_msg,,,,напомни вынести мусор вечером
s10#04,10,2026-09-10 10:12:00,agent_msg,,,,напомню в девять
s10#05,10,2026-09-10 10:15:00,user_msg,,,,погода завтра?
s10#06,10,2026-09-10 10:18:00,agent_msg,,,,"обещают ясно, около двадцати"
s10#07,10,2026-09-10 10:21:00,sensor,observed,,,attention: left monitor
s10#08,10,2026-09-10 10:24:00,sensor,observed,,,presence: away
s10#09,10,2026-09-10 10:27:00,sensor,observed,,,presence: present
s11#01,11,2026-09-11 10:03:00,user_msg,user_stated,t17,девятнадцатое,хорошая новость: дедлайн перенесли на девятнадцатое
s11#02,11,2026-09-11 10:06:00,user_msg,,,,погода завтра?
s11#03,11,2026-09-11 10:09:00,agent_msg,,,,"обещают ясно, около двадцати"
s11#04,11,2026-09-11 10:12:00,user_msg,,,,который час в Лиссабоне?
s11#05,11,2026-09-11 10:15:00,agent_msg,,,,разница минус два часа от тебя
s11#06,11,2026-09-11 10:18:00,sensor,observed,,,presence: away
s11#07,11,2026-09-11 10:21:00,agent_msg,,,,обновил: «Сельдерей» теперь девятнадцатого
s11#08,11,2026-09-11 10:24:00,user_msg,user_stated,,,и убери напоминание на двенадцатое
s12#01,12,2026-09-12 10:03:00,user_msg,user_stated,,,сдал «Сельдерей». всё
s12#02,12,2026-09-12 10:06:00,agent_msg,,,,поздравляю
s12#03,12,2026-09-12 10:09:00,user_msg,,,,который час в Лиссабоне?
s12#04,12,2026-09-12 10:12:00,agent_msg,,,,разница минус два часа от тебя
s12#05,12,2026-09-12 10:15:00,user_msg,,,,поставь что-нибудь тихое
s12#06,12,2026-09-12 10:18:00,agent_msg,,,,включил плейлист для работы
s12#07,12,2026-09-12 10:21:00,sensor,observed,,,presence: away
s12#08,12,2026-09-12 10:24:00,agent_proactive,agent_inferred,t18,доволен,"по голосу и темпу сообщений кажется, ты доволен результатом"
s12#09,12,2026-09-12 10:27:00,user_msg,,,,посмотрим что скажут
s13#01,13,2026-09-13 10:03:00,user_msg,user_stated,t19,Морена,"заказчик, кстати, студия «Морена», может ещё вернутся с правками"
s13#02,13,2026-09-13 10:06:00,user_msg,,,,поставь что-нибудь тихое
s13#03,13,2026-09-13 10:09:00,agent_msg,,,,включил плейлист для работы
s13#04,13,2026-09-13 10:12:00,user_msg,,,,напомни вынести мусор вечером
s13#05,13,2026-09-13 10:15:00,agent_msg,,,,напомню в девять
s13#06,13,2026-09-13 10:18:00,sensor,observed,,,presence: present
s13#07,13,2026-09-13 10:21:00,agent_msg,,,,записал: студия «Морена»
s13#08,13,2026-09-13 10:24:00,sensor,observed,,,presence: away
s14#01,14,2026-09-14 10:03:00,agent_proactive,agent_inferred,t20,печь,"ты дважды за неделю смотрел цены на муфельные печи. похоже, копишь на новую печь"
s14#02,14,2026-09-14 10:06:00,user_msg,,,,напомни вынести мусор вечером
s14#03,14,2026-09-14 10:09:00,agent_msg,,,,напомню в девять
s14#04,14,2026-09-14 10:12:00,user_msg,,,,погода завтра?
s14#05,14,2026-09-14 10:15:00,agent_msg,,,,"обещают ясно, около двадцати"
s14#06,14,2026-09-14 10:18:00,sensor,observed,,,attention: left monitor
s14#07,14,2026-09-14 10:21:00,user_msg,,,,может быть
s14#08,14,2026-09-14 10:24:00,tool_call,observed,,,"timer [allow] {'name': 'обжиг-3', 'min': 90} -> done"
s15#01,15,2026-09-15 10:03:00,user_msg,user_stated,t21,Львов,"уезжаю во Львов, вернусь во вторник. дом на тебе"
s15#02,15,2026-09-15 10:06:00,user_msg,,,,погода завтра?
s15#03,15,2026-09-15 10:09:00,agent_msg,,,,"обещают ясно, около двадцати"
s15#04,15,2026-09-15 10:12:00,user_msg,,,,который час в Лиссабоне?
s15#05,15,2026-09-15 10:15:00,agent_msg,,,,разница минус два часа от тебя
s15#06,15,2026-09-15 10:18:00,sensor,observed,,,presence: away
s15#07,15,2026-09-15 10:21:00,agent_msg,,,,"принято, до вторника режим присмотра"
s15#08,15,2026-09-15 10:24:00,sensor,observed,,,presence: away
s16#01,16,2026-09-16 10:03:00,sensor,observed,,,presence: present
s16#02,16,2026-09-16 10:06:00,agent_msg,,,,с возвращением
s16#03,16,2026-09-16 10:09:00,user_msg,,,,который час в Лиссабоне?
s16#04,16,2026-09-16 10:12:00,agent_msg,,,,разница минус два часа от тебя
s16#05,16,2026-09-16 10:15:00,user_msg,,,,поставь что-нибудь тихое
s16#06,16,2026-09-16 10:18:00,agent_msg,,,,включил плейлист для работы
s16#07,16,2026-09-16 10:21:00,sensor,observed,,,presence: away
s16#08,16,2026-09-16 10:24:00,agent_proactive,agent_inferred,t22,рабочей,"судя по тому, что ты вернулся с макетами, видимо, поездка была рабочей"
s16#09,16,2026-09-16 10:27:00,user_msg,,,,наполовину
s17#01,17,2026-09-17 10:03:00,user_msg,user_stated,t23,бегать,"начал бегать по утрам, буди меня в шесть тридцать"
s17#02,17,2026-09-17 10:06:00,user_msg,,,,поставь что-нибудь тихое
s17#03,17,2026-09-17 10:09:00,agent_msg,,,,включил плейлист для работы
s17#04,17,2026-09-17 10:12:00,user_msg,,,,напомни вынести мусор вечером
s17#05,17,2026-09-17 10:15:00,agent_msg,,,,напомню в девять
s17#06,17,2026-09-17 10:18:00,sensor,observed,,,presence: present
s17#07,17,2026-09-17 10:21:00,agent_msg,,,,"подъём шесть тридцать, поставил"
s17#08,17,2026-09-17 10:24:00,sensor,observed,,,presence: away
s18#01,18,2026-09-18 10:03:00,agent_proactive,agent_inferred,t24,забросил,"печь молчит третью неделю. кажется, ты забросил керамику"
s18#02,18,2026-09-18 10:06:00,user_msg,,,,напомни вынести мусор вечером
s18#03,18,2026-09-18 10:09:00,agent_msg,,,,напомню в девять
s18#04,18,2026-09-18 10:12:00,user_msg,,,,погода завтра?
s18#05,18,2026-09-18 10:15:00,agent_msg,,,,"обещают ясно, около двадцати"
s18#06,18,2026-09-18 10:18:00,sensor,observed,,,attention: left monitor
s18#07,18,2026-09-18 10:21:00,user_msg,,,,просто некогда
s18#08,18,2026-09-18 10:24:00,sensor,observed,,,presence: present
s19#01,19,2026-09-19 10:03:00,user_msg,user_stated,t25,ветеринар,"возил Бусю к ветеринару, всё в порядке, прививки сделали"
s19#02,19,2026-09-19 10:06:00,user_msg,,,,погода завтра?
s19#03,19,2026-09-19 10:09:00,agent_msg,,,,"обещают ясно, около двадцати"
s19#04,19,2026-09-19 10:12:00,user_msg,,,,который час в Лиссабоне?
s19#05,19,2026-09-19 10:15:00,agent_msg,,,,разница минус два часа от тебя
s19#06,19,2026-09-19 10:18:00,sensor,observed,,,presence: away
s19#07,19,2026-09-19 10:21:00,agent_msg,,,,"хорошо, отметил"
s20#01,20,2026-09-20 10:03:00,agent_proactive,agent_inferred,t26,сова,"по трём неделям наблюдений выходит, что ты скорее сова, несмотря на пробежки"
s20#02,20,2026-09-20 10:06:00,user_msg,,,,спорно
s20#03,20,2026-09-20 10:09:00,user_msg,,,,который час в Лиссабоне?
s20#04,20,2026-09-20 10:12:00,agent_msg,,,,разница минус два часа от тебя
s20#05,20,2026-09-20 10:15:00,user_msg,,,,поставь что-нибудь тихое
s20#06,20,2026-09-20 10:18:00,agent_msg,,,,включил плейлист для работы
s20#07,20,2026-09-20 10:21:00,sensor,observed,,,presence: away
s20#08,20,2026-09-20 10:24:00,user_msg,user_stated,,,кстати «Морена» приняла всё без правок
s20#09,20,2026-09-20 10:27:00,agent_msg,,,,"отлично, закрываю проект в заметках"
