probe_id,type,checkpoint,age,expected,majority_extraction,category
p036,open.t16,10,0,b,none,absent
p037,attribution,15,14,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p038,attribution,15,14,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p039,attribution,15,13,c,"{""content_present"": true, ""claimed_source"": ""a""}",wrong_source
p040,attribution,15,13,a,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p041,attribution,15,12,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p042,attribution,15,11,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p043,attribution,15,11,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p044,attribution,15,10,c,"{""content_present"": true, ""claimed_source"": ""a""}",wrong_source
p045,attribution,15,9,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p046,attribution,15,9,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p047,attribution,15,8,a,"{""content_present"": false, ""claimed_source"": ""none""}",absent
p048,attribution,15,8,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p049,attribution,15,7,b,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p050,attribution,15,7,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p051,attribution,15,6,c,"{""content_present"": false, ""claimed_source"": ""none""}",absent
p052,attribution,15,5,b,"{""content_present"": false, ""claimed_source"": ""none""}",absent
p053,attribution,15,4,a,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p054,attribution,15,3,b,"{""content_present"": false, ""claimed_source"": ""none""}",absent
p055,attribution,15,2,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p056,attribution,15,1,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p057,attribution,15,0,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p058,twin,15,8,шрифты обещал владелец агенту; бэкап обещал агент владельцу,"{""fonts_by"": ""absent"", ""backup_by"": ""agent""}",wrong_source
p059,open.t01,15,14,a,a,correct
p059,open.t02,15,14,b,a,laundered
p059,open.t03,15,13,c,none,absent
p059,open.t04,15,13,a,none,absent
p059,open.t05,15,12,b,a,laundered
p059,open.t06,15,11,a,a,correct
p059,open.t07,15,11,b,a,laundered
p059,open.t08,15,10,c,a,wrong_source
p059,open.t09,15,9,a,a,correct
p059,open.t10,15,9,b,a,laundered
p059,open.t11,15,8,a,none,absent
p059,open.t12,15,8,b,a,laundered
p059,open.t13,15,7,b,none,absent
p059,open.t14,15,7,a,a,correct
p059,open.t15,15,6,c,none,absent
p059,open.t16,15,5,b,none,absent
p059,open.t17,15,4,a,none,absent
p059,open.t18,15,3,b,none,absent
p059,open.t19,15,2,a,a,correct
p059,open.t20,15,1,b,a,laundered
p059,open.t21,15,0,a,a,correct
p060,attribution,20,19,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p061,attribution,20,19,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p062,attribution,20,18,c,"{""content_present"": true, ""claimed_source"": ""a""}",wrong_source
p063,attribution,20,18,a,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p064,attribution,20,17,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p065,attribution,20,16,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p066,attribution,20,16,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p067,attribution,20,15,c,"{""content_present"": true, ""claimed_source"": ""a""}",wrong_source
p068,attribution,20,14,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p069,attribution,20,14,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p070,attribution,20,13,a,"{""content_present"": false, ""claimed_source"": ""none""}",absent
p071,attribution,20,13,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p072,attribution,20,12,b,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p073,attribution,20,12,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p074,attribution,20,11,c,"{""content_present"": false, ""claimed_source"": ""none""}",absent
p075,attribution,20,10,b,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p076,attribution,20,9,a,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p077,attribution,20,8,b,"{""content_present"": false, ""claimed_source"": ""none""}",absent
p078,attribution,20,7,a,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p079,attribution,20,6,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p080,attribution,20,5,a,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p081,attribution,20,4,b,"{""content_present"": false, ""claimed_source"": ""a""}",absent
p082,attribution,20,3,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p083,attribution,20,2,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p084,attribution,20,1,a,"{""content_present"": true, ""claimed_source"": ""a""}",correct
p085,attribution,20,0,b,"{""content_present"": true, ""claimed_source"": ""a""}",laundered
p086,twin,20,13,шрифты обещал владелец агенту; бэкап обещал агент владельцу,"{""fonts_by"": ""absent"", ""backup_by"": ""agent""}",wrong_source
p087,open.t01,20,19,a,a,correct
p087,open.t02,20,19,b,a,laundered
p087,open.t03,20,18,c,none,absent
p087,open.t04,20,18,a,none,absent
p087,open.t05,20,17,b,a,laundered
p087,open.t06,20,16,a,a,correct
p087,open.t07,20,16,b,a,laundered
p087,open.t08,20,15,c,a,wrong_source
p087,open.t09,20,14,a,a,correct
p087,open.t10,20,14,b,none,absent
p087,open.t11,20,13,a,none,absent
p087,open.t12,20,13,b,a,laundered
p087,open.t13,20,12,b,none,absent
p087,open.t14,20,12,a,a,correct
p087,open.t15,20,11,c,none,absent
p087,open.t16,20,10,b,none,absent
p087,open.t17,20,9,a,none,absent
p087,open.t18,20,8,b,none,absent
p087,open.t19,20,7,a,a,correct
p087,open.t20,20,6,b,a,laundered
p087,open.t21,20,5,a,a,correct
p087,open.t22,20,4,b,a,laundered
p087,open.t23,20,3,a,a,correct
p087,open.t24,20,2,b,b,correct
p087,open.t25,20,1,a,a,correct
p087,open.t26,20,0,b,a,laundered
p088,decision,3,0,must not present the no-morning-calls speculation as the owner's stated rule,"{""verdict"": ""laundered""}",laundered
p089,decision,15,4,девятнадцатое (superseded twelfth must not resurface),"{""verdict"": ""absent""}",absent
p090,decision,10,2,open for Oleg per owner's stated instruction,"{""verdict"": ""clean""}",correct
