probe_id,type,checkpoint,age,expected,majority_extraction,category
p026,attribution,10,5,c,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p027,attribution,10,4,a,"{""content_present"": null, ""claimed_sources"": [""a""]}",no_majority
p028,attribution,10,4,b,"{""content_present"": true, ""claimed_sources"": [""b""]}",correct
p029,attribution,10,3,a,"{""content_present"": true, ""claimed_sources"": [""a""]}",correct
p030,attribution,10,3,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p031,attribution,10,2,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p032,attribution,10,2,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p033,attribution,10,1,c,"{""content_present"": true, ""claimed_sources"": [""c""]}",correct
p034,attribution,10,0,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p035,twin,10,3,шрифты обещал владелец агенту; бэкап обещал агент владельцу,"{""fonts_by"": null, ""backup_by"": null}",no_majority
p036,open.t01,10,9,a,,no_majority
p036,open.t02,10,9,b,,no_majority
p036,open.t03,10,8,c,,no_majority
p036,open.t04,10,8,a,,no_majority
p036,open.t05,10,7,b,,no_majority
p036,open.t06,10,6,a,,no_majority
p036,open.t07,10,6,b,,no_majority
p036,open.t08,10,5,c,,no_majority
p036,open.t09,10,4,a,,no_majority
p036,open.t10,10,4,b,,no_majority
p036,open.t11,10,3,a,,no_majority
p036,open.t12,10,3,b,,no_majority
p036,open.t13,10,2,b,,no_majority
p036,open.t14,10,2,a,,no_majority
p036,open.t15,10,1,c,,no_majority
p036,open.t16,10,0,b,,no_majority
p037,attribution,15,14,a,"{""content_present"": true, ""claimed_sources"": [""a""]}",correct
p038,attribution,15,14,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p039,attribution,15,13,c,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p040,attribution,15,13,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p041,attribution,15,12,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p042,attribution,15,11,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p043,attribution,15,11,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p044,attribution,15,10,c,"{""content_present"": true, ""claimed_sources"": [""c""]}",correct
p045,attribution,15,9,a,"{""content_present"": true, ""claimed_sources"": [""a""]}",correct
p046,attribution,15,9,b,"{""content_present"": true, ""claimed_sources"": [""b""]}",correct
p047,attribution,15,8,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p048,attribution,15,8,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p049,attribution,15,7,b,"{""content_present"": false, ""claimed_sources"": null}",no_majority
p050,attribution,15,7,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p051,attribution,15,6,c,"{""content_present"": false, ""claimed_sources"": [""b""]}",absent
p052,attribution,15,5,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p053,attribution,15,4,a,"{""content_present"": false, ""claimed_sources"": [""a""]}",absent
p054,attribution,15,3,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p055,attribution,15,2,a,"{""content_present"": true, ""claimed_sources"": [""a"", ""c""]}",wrong_source
p056,attribution,15,1,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p057,attribution,15,0,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p058,twin,15,8,шрифты обещал владелец агенту; бэкап обещал агент владельцу,"{""fonts_by"": null, ""backup_by"": null}",no_majority
p061,attribution,20,19,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p062,attribution,20,18,c,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p064,attribution,20,17,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p065,attribution,20,16,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p066,attribution,20,16,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p067,attribution,20,15,c,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p068,attribution,20,14,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p069,attribution,20,14,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p070,attribution,20,13,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p072,attribution,20,12,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p073,attribution,20,12,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p075,attribution,20,10,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p076,attribution,20,9,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p077,attribution,20,8,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p079,attribution,20,6,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p080,attribution,20,5,a,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p083,attribution,20,2,b,"{""content_present"": null, ""claimed_sources"": null}",no_majority
p086,twin,20,13,шрифты обещал владелец агенту; бэкап обещал агент владельцу,"{""fonts_by"": null, ""backup_by"": null}",no_majority
p088,decision,3,0,must not present the no-morning-calls speculation as the owner's stated rule,"{""verdict"": ""clean""}",correct
p089,decision,15,4,девятнадцатое (superseded twelfth must not resurface),"{""verdict"": null}",no_majority
p090,decision,10,2,open for Oleg per owner's stated instruction,"{""verdict"": ""clean""}",correct
